index,food_price_index,meat,dairy,cereals,oil,sugar
282,120.9119654,104.9525231,140.2585705,133.7595801,120.6812342,105.7813938
283,117.9697221,104.7250111,140.9898098,126.4414652,116.2209894,104.2103018
284,116.1758831,105.5405386,145.6496677,119.2319695,111.8949261,105.4027653
285,116.3812825,105.9814223,149.0006254,116.7059963,112.9169306,107.4867896
286,118.7040118,106.2708114,152.9606033,118.7228306,116.0393248,115.4995269
287,118.6119061,105.4371368,151.9296748,117.963352,121.9691431,109.3021063
288,118.2285292,104.7059549,156.4882945,117.8644606,120.3833534,102.4268889
289,116.2317497,103.2079402,156.1831073,117.0124097,115.5799218,96.66561586
290,118.618462,104.0619449,156.4176218,119.6743269,120.8404433,102.6437839
291,122.1421167,106.344007,154.7919872,125.4151419,125.3836158,110.7726308
292,121.4641521,109.7075203,147.3018639,125.4909023,121.5300711,108.9808896
293,121.1966982,111.7432768,141.8010575,125.2467695,119.1770664,113.0653522
294,119.243715,116.0337795,136.0528237,118.7482054,115.2223008,112.5148943
295,116.2542629,117.4169285,130.2120025,112.1751115,110.6286441,113.0006534
296,112.7860415,118.4569345,120.6346068,110.3858843,101.6475475,106.5555557
297,109.2110632,117.4967501,110.8497202,107.3949105,98.55103414,99.47579367
298,109.3372767,117.1421136,107.1092088,108.1507191,100.0911531,103.6335979
299,108.1385691,114.8145006,102.6417908,109.2612328,100.8511652,100.1931063
300,105.173698,108.8963954,98.48250282,110.8638758,97.89217479,94.84279782
301,100.9611186,104.5556348,92.39105312,105.8896521,95.00028402,94.95756785
302,98.71159167,101.2562551,95.17096624,101.592417,95.17969087,90.31417874
303,95.71714879,97.14574483,95.13871594,99.51076054,92.61521887,81.96155035
304,94.59117638,97.41449869,90.58931101,98.20055191,91.8674194,80.92010078
305,95.04528921,99.57316579,89.87995109,95.71345666,94.48970767,82.55565401
306,94.57184511,98.68451351,87.68688158,96.69148609,95.89016086,77.10970382
307,93.7700181,98.96921626,82.20232625,98.93239069,90.42870704,79.03378952
308,89.51407273,99.0156515,79.94961164,91.86674518,82.29450233,71.15393253
309,88.88774889,96.6608032,83.20013452,90.47227511,81.96055841,73.42307845
310,90.25827727,92.08822577,88.0201083,91.70451155,87.75636592,86.07189251
311,87.73350447,89.21629218,80.52290471,90.46318838,85.12934523,90.04383552
312,87.00395903,86.81356827,80.98982101,89.44360642,86.68116764,90.6289376
313,84.934277,84.39966129,79.3749745,87.55250113,85.29061011,86.94954564
314,86.08065457,86.011959,78.83776299,87.27615063,92.15099038,81.59153842
315,87.43465714,86.14100805,76.66905329,86.45483322,97.34258928,95.53760655
316,89.10282728,87.69098509,77.14410522,88.4067689,101.1691503,93.88694355
317,90.58938805,90.17194215,72.70320537,91.09448082,99.55578662,104.8443126
318,93.76406557,94.06429897,73.90684559,94.1429474,97.92695257,120.3763153
319,92.98488853,95.34767065,76.01543778,90.39615453,94.90251071,121.5613882
320,95.30428384,96.44718523,81.81047883,89.28563753,102.3861208,124.5680385
321,96.10734026,94.9233306,90.85479263,86.26522717,104.31962,132.9250673
322,95.91110545,92.97822631,93.75854241,86.72195622,101.8468449,137.5102423
323,95.95152139,93.90165623,94.50275198,85.95575036,106.1611242,125.2259115
324,95.27143549,91.20641508,96.20197055,86.14706075,110.2594339,114.504197
325,97.79596913,92.22671558,98.55019651,88.67745945,112.1922396,125.8285612
326,98.12457289,93.95082978,99.22637456,90.00176911,107.9693246,125.5539062
327,96.15850703,95.40821603,100.6262388,87.8655063,101.5909486,111.8841407
328,95.03573688,97.28385822,100.0443812,86.89985453,97.57779106,101.7402513
329,97.34095116,99.28228958,104.8306999,88.29320362,101.96249,99.39421694
330,97.76181328,100.0725999,109.6562267,92.35989972,97.4725676,86.02688465
331,100.0228069,100.5631401,113.895557,96.93632027,96.65921196,90.48882387
332,99.23551564,100.0387616,116.8934883,92.29967586,99.16145506,88.9218191
333,99.69022019,98.56371167,118.3996848,92.11688667,103.8349664,89.04187498
334,98.84875237,98.24440835,115.3678462,91.7903474,102.676751,88.73016881
335,98.80184334,98.03232226,111.3747396,92.14977642,103.8529041,92.74711968
336,96.37387031,95.9855167,107.2698327,92.42046016,97.96306014,88.98868267
337,96.68358421,95.27529529,105.998144,95.20198578,98.25150285,87.19708883
338,97.75069144,96.58921342,108.757192,98.3705892,95.60057001,83.92642442
339,98.84703321,96.60451562,111.2931874,101.7959176,95.35511881,80.91125996
340,98.38459738,95.418705,109.9883126,103.9685507,94.02173461,76.82090343
341,98.52242946,94.88979707,111.4192791,105.5307266,92.15273547,76.44583799
342,96.83157565,94.72826037,112.2805641,100.847424,89.33342532,77.36608784
343,95.00894985,94.2596575,110.1286617,98.72036301,86.89950739,72.50483788
344,95.84250197,95.39448604,108.4579527,103.4888617,84.43017309,68.60444268
345,94.01674666,93.38492014,108.2918586,100.3430994,82.33424365,70.37652904
346,93.16323003,91.88048061,102.8037264,100.870673,81.32798869,76.50012871
347,91.9283382,92.08711632,99.99313476,99.63373081,76.59059714,79.86080882
348,92.04161021,92.26967723,97.84823706,101.0960414,76.83532726,78.31028829
